央视频道,#genre#
CCTV6,http://117.148.179.153/TVOD/88888888/224/3221231724/index.m3u8
CCTV6,http://223.110.251.219:6610/gitv/live1/G_CCTV-6-HQ/G_CCTV-6-HQ/.m3u8
CCTV6,http://heze.kandiantv.cn/m3u8.php?/migu/624878396
CCTV6,http://39.135.138.60:18890/TVOD/88888910/224/3221225650/index.m3u8
CCTV6,http://39.135.138.60:18890/TVOD/88888910/224/3221225632/index.m3u8
CCTV6,http://117.148.179.153/PLTV/88888888/224/3221231724/index.m3u8
CCTV6,http://129.226.106.4/zycfcdn.gdwlcloud.com/TVOD/88888888/224/3221225609/index.m3u8
CCTV7,http://117.148.179.160/TVOD/88888888/224/3221231633/index.m3u8
CCTV7,http://223.110.251.219:6610/gitv/live1/G_CCTV-7-HQ/G_CCTV-7-HQ/.m3u8
CCTV7,http://39.135.138.60:18890/TVOD/88888910/224/3221225644/index.m3u8
CCTV7,http://39.135.138.60:18890/TVOD/88888910/224/3221225624/index.m3u8
CCTV7,http://117.148.179.160/PLTV/88888888/224/3221231633/index.m3u8
CCTV7,http://129.226.106.4/zycfcdn.gdwlcloud.com/TVOD/88888888/224/3221226002/index.m3u8
CCTV8,http://111.20.33.93/TVOD/88888893/224/3221226391/index.m3u8
CCTV8,http://cctv.v.myalicdn.com/live/cctv8_1audio.m3u8
CCTV8,http://ott.js.chinamobile.com/PLTV/3/224/3221227667/index.m3u8
CCTV8,http://111.11.121.184:6610/030000001001/HD-2500k-1080P-cctv8/1.m3u8?channel-id=ystenlive
CCTV8,http://111.11.121.184:6610/030000001001/cctv-8/1.m3u8?channel-id=ystenlive
CCTV8,http://117.148.179.160/TVOD/88888888/224/3221231694/index.m3u8
CCTV8,http://223.110.251.219:6610/gitv/live1/G_CCTV-8-HQ/G_CCTV-8-HQ/.m3u8
CCTV8,http://39.135.138.60:18890/TVOD/88888910/224/3221225635/index.m3u8
CCTV8,http://39.135.138.60:18890/TVOD/88888910/224/3221225631/index.m3u8
CCTV8,http://heze.kandiantv.cn/m3u8.php?/migu/624878356
CCTV8,http://117.148.179.160/PLTV/88888888/224/3221231694/index.m3u8
CCTV8,http://129.226.106.4/zycfcdn.gdwlcloud.com/TVOD/88888888/224/3221225492/index.m3u8
CCTV9,http://111.20.33.93/TVOD/88888893/224/3221226197/index.m3u8
CCTV9,https://cctv5cncc.v.wscdns.com/live/cctvjilu_1/index.m3u8?adapt=0&BR=audio
CCTV9,http://ott.js.chinamobile.com/PLTV/3/224/3221227659/index.m3u8
CCTV9,http://117.148.179.162/TVOD/88888888/224/3221231697/index.m3u8
CCTV9,http://39.135.138.60:18890/TVOD/88888910/224/3221225646/index.m3u8
CCTV9,http://39.135.138.60:18890/TVOD/88888910/224/3221225626/index.m3u8
CCTV9,http://117.148.179.162/PLTV/88888888/224/3221231697/index.m3u8
CCTV10,http://117.148.179.175/TVOD/88888888/224/3221231666/index.m3u8
CCTV10,http://111.11.121.184:6610/030000001001/cctv-10/1.m3u8?channel-id=ystenlive
CCTV10,http://117.148.179.164/TVOD/88888888/224/3221232492/index.m3u8
CCTV10,http://223.110.251.219:6610/gitv/live1/G_CCTV-10-HQ/G_CCTV-10-HQ/.m3u8
CCTV10,http://39.135.138.60:18890/TVOD/88888910/224/3221225636/index.m3u8
CCTV10,http://39.135.138.60:18890/TVOD/88888910/224/3221225627/index.m3u8
CCTV10,http://117.148.179.175/PLTV/88888888/224/3221231666/index.m3u8
CCTV10,http://117.148.179.164/PLTV/88888888/224/3221232492/index.m3u8
CCTV10,http://129.226.106.4/zycfcdn.gdwlcloud.com/TVOD/88888888/224/3221225606/index.m3u8
CCTV11,http://39.135.138.60:18890/TVOD/88888910/224/3221225628/index.m3u8
CCTV11,http://117.148.179.164/PLTV/88888888/224/3221231711/index.m3u8
CCTV11,http://129.226.106.4/zycfcdn.gdwlcloud.com/TVOD/88888888/224/3221225853/index.m3u8
CCTV12,http://117.148.179.150/TVOD/88888888/224/3221231660/index.m3u8
CCTV12,http://39.135.138.60:18890/TVOD/88888910/224/3221225637/index.m3u8
CCTV12,http://39.135.138.60:18890/TVOD/88888910/224/3221225629/index.m3u8
CCTV12,http://117.148.179.150/PLTV/88888888/224/3221231660/index.m3u8
CCTV12,http://129.226.106.4/zycfcdn.gdwlcloud.com/TVOD/88888888/224/3221225605/index.m3u8
CCTV13,http://39.135.138.60:18890/TVOD/88888910/224/3221225638/index.m3u8
CCTV13,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://129.226.106.4/zycfcdn.gdwlcloud.com/TVOD/88888888/224/3221226062/index.m3u8
CCTV14,http://111.20.33.93/TVOD/88888893/224/3221226193/index.m3u8
CCTV14,http://223.110.243.157/ott.js.chinamobile.com/TVOD/3/224/3221227656/index.m3u8
CCTV14HD,http://117.148.179.182/TVOD/88888888/224/3221231648/index.m3u8
CCTV14HD,http://111.11.121.184:6610/030000001001/cctv-14/1.m3u8?channel-id=ystenlive
CCTV-14少儿,http://39.135.138.60:18890/TVOD/88888910/224/3221225640/index.m3u8
CCTV-14少儿,http://39.135.138.60:18890/TVOD/88888910/224/3221225639/index.m3u8
CCTV15,http://117.148.179.169/TVOD/88888888/224/3221231693/index.m3u8
CCTV15,http://39.135.138.60:18890/TVOD/88888910/224/3221225641/index.m3u8
CCTV15,http://117.148.179.169/PLTV/88888888/224/3221231693/index.m3u8
CCTV15,http://129.226.106.4/zycfcdn.gdwlcloud.com/TVOD/88888888/224/3221225854/index.m3u8
CCTV17,http://111.20.33.93/TVOD/88888893/224/3221226198/index.m3u8
CCTV17,http://223.110.243.167/ott.js.chinamobile.com/TVOD/3/224/3221227589/index.m3u8
CCTV17,http://117.148.179.167/TVOD/88888888/224/3221231772/index.m3u8
CCTV17,http://39.135.138.60:18890/TVOD/88888910/224/3221225907/index.m3u8
CCTV17,http://39.135.138.60:18890/TVOD/88888910/224/3221225909/index.m3u8
CCTV17,http://39.135.138.60:18890/TVOD/88888910/224/3221225908/index.m3u8
CCTV17,http://117.148.179.167/PLTV/88888888/224/3221231772/index.m3u8
CCTV世界地理,http://117.148.179.156/TVOD/88888888/224/3221231537/index.m3u8
CCTV世界地理,http://117.148.179.156/PLTV/88888888/224/3221231537/index.m3u8
CCTV央视台球,http://117.148.179.167/TVOD/88888888/224/3221231616/index.m3u8
CCTV央视台球,http://117.148.179.167/PLTV/88888888/224/3221231616/index.m3u8
CCTV-央视文化精品,http://117.148.179.147/PLTV/88888888/224/3221231561/index.m3u8
CCTV奥林匹克频道,http://39.135.138.60:18890/TVOD/88888910/224/3221226230/index.m3u8
CCTV奥林匹克频道,http://39.135.138.60:18890/TVOD/88888910/224/3221226233/index.m3u8
CCTV女性时尚,http://117.148.179.167/TVOD/88888888/224/3221231598/index.m3u8
CCTV女性时尚,http://117.148.179.167/PLTV/88888888/224/3221231598/index.m3u8
CCTV怀旧剧场,http://117.148.179.158/TVOD/88888888/224/3221231544/index.m3u8
CCTV怀旧剧场,http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000571&playtoken=ABCDEFGH&auth=no
CCTV怀旧剧场,http://117.148.179.158/PLTV/88888888/224/3221231544/index.m3u8
CCTV放映室,http://zzy789.xyz/douyu1.php?id=10011042
CCTV第一剧场,http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000569&playtoken=ABCDEFGH&auth=no
CCTV第一剧场,http://117.148.179.172/TVOD/88888888/224/3221231540/index.m3u8
CCTV第一剧场,http://117.148.179.172/PLTV/88888888/224/3221231540/index.m3u8
CCTV风云剧场,http://117.148.179.162/TVOD/88888888/224/3221231604/index.m3u8
CCTV风云剧场,http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000570&playtoken=ABCDEFGH&auth=no
CCTV风云剧场,http://117.148.179.162/PLTV/88888888/224/3221231604/index.m3u8
CCTV风云足球,http://117.148.179.137/TVOD/88888888/224/3221231547/index.m3u8
CCTV风云足球,http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000576&playtoken=ABCDEFGH&auth=no
CCTV风云足球,http://117.148.179.137/PLTV/88888888/224/3221231547/index.m3u8
CCTV高尔夫网球,http://117.148.179.160/TVOD/88888888/224/3221231619/index.m3u8
CCTV高尔夫网球,http://117.148.179.160/PLTV/88888888/224/3221231619/index.m3u8
CCX1,http://156.142.85.152/live/WIFI-2096k-1080p/WIFI-2096k-1080p.m3u8
CETV1,http://117.148.179.149/PLTV/88888888/224/3221231552/index.m3u8
CETV1,http://117.148.179.156/PLTV/88888888/224/3221231714/index.m3u8
CETV2,http://117.148.179.162/PLTV/88888888/224/3221231607/index.m3u8
CETV3,http://117.148.179.136/PLTV/88888888/224/3221231543/index.m3u8
CETV4,http://117.148.179.155/PLTV/88888888/224/3221231613/index.m3u8
CGTN,http://117.148.179.174/PLTV/88888888/224/3221231592/index.m3u8
CGTN,http://stream.zeno.fm/ambvmys65rquv
CGTN,http://117.148.179.174/TVOD/88888888/224/3221231592/index.m3u8
CGTN,http://111.11.121.184:6610/030000001001/cctv-9/1.m3u8?channel-id=ystenlive
CGTN俄语,http://117.148.179.179/TVOD/88888888/224/3221231591/index.m3u8
CGTN法语,http://117.148.179.156/TVOD/88888888/224/3221231550/index.m3u8
CGTN法语,http://117.148.179.156/PLTV/88888888/224/3221231550/index.m3u8
CGTN纪录,http://117.148.179.144/TVOD/88888888/224/3221231492/index.m3u8
CGTN纪录,http://v.mp.haue.edu.cn/hls/cgtndochd.m3u8
CGTN记录,http://117.148.179.144/PLTV/88888888/224/3221231492/index.m3u8
CGTN阿拉伯语,http://117.148.179.163/TVOD/88888888/224/3221231579/index.m3u8
CGTN西班牙语,http://117.148.179.176/TVOD/88888888/224/3221231546/index.m3u8
各省卫视,#genre#
北京卫视高清,http://39.135.138.60:18890/PLTV/88888910/224/3221225674/index.m3u8
北京卫视高清,http://39.135.138.60:18890/PLTV/88888910/224/3221225673/index.m3u8
北京纪实高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225675/index.m3u8
北京纪实高清,http://39.135.138.60:18890/PLTV/88888910/224/3221225676/index.m3u8
湖南卫视高清,http://39.135.138.60:18890/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视高清,http://39.134.155.163/PLTV/88888888/224/3221225667/index.m3u8
湖南卫视高清,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/hnwshd/2300000/mnf.m3u8
湖南卫视高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225704/index.m3u8
湖北卫视高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225699/index.m3u8
湖北卫视高清,http://223.110.245.154/ott.js.chinamobile.com/PLTV/3/224/3221227703/index.m3u8
湖北卫视高清,http://183.207.248.206/ott.js.chinamobile.com/PLTV/3/224/3221227495/index.m3u8
湖北卫视高清,http://183.207.249.144/ott.js.chinamobile.com/PLTV/3/224/3221227479/index.m3u8
东方卫视高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225659/index.m3u8
江苏卫视高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视高清,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/jswshd/2300000/mnf.m3u8
江苏卫视高清,http://39.135.138.60:18890/PLTV/88888910/224/3221225702/index.m3u8
浙江卫视高清,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/zjwshd/2300000/mnf.m3u8
浙江卫视高清,http://39.135.138.60:18890/PLTV/88888910/224/3221225703/index.m3u8
浙江卫视高清,http://39.135.138.60:18890/PLTV/88888910/224/3221225744/index.m3u8
东方卫视高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225658/index.m3u8
东方卫视高清,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/hddfws/2300000/mnf.m3u8
上海纪实高清,http://39.135.138.60:18890/PLTV/88888910/224/3221225654/index.m3u8
上海纪实高清8M,http://39.135.138.59:18890/PLTV/88888910/224/3221225655/index.m3u8
北京卫视高清,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/bjwshd/2300000/mnf.m3u8
深圳卫视高清,http://39.135.138.60:18890/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视高清,http://39.135.138.60:18890/PLTV/88888910/224/3221225700/index.m3u8
广东卫视高清,http://39.135.138.60:18890/PLTV/88888910/224/3221225701/index.m3u8
安徽卫视高清,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/ahwshd/2300000/mnf.m3u8
安徽卫视高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225691/index.m3u8
安徽卫视高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225737/index.m3u8
河北卫视高清,http://39.135.138.60:18890/PLTV/88888910/224/3221225732/index.m3u8
东南卫视高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8
四川卫视高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225733/index.m3u8
河北卫视高清,http://live2.plus.hebtv.com/hbwsx/hd/live.m3u8
江西卫视高清,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/jxwshd/2300000/mnf.m3u8
江西卫视高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225746/index.m3u8
江西卫视高清,http://39.135.138.60:18890/PLTV/88888910/224/3221225705/index.m3u8
重庆卫视高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225734/index.m3u8
重庆卫视高清,http://39.135.138.60:18890/PLTV/88888910/224/3221225692/index.m3u8
山东卫视高清,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/sdwshd/2300000/mnf.m3u8
山东卫视高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225738/index.m3u8
山东卫视高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225697/index.m3u8
天津卫视高清,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/tjwshd/2300000/mnf.m3u8
天津卫视高清,http://39.135.138.60:18890/PLTV/88888910/224/3221225698/index.m3u8
天津卫视高清,http://39.135.138.60:18890/PLTV/88888910/224/3221225739/index.m3u8
辽宁卫视高清,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/lnwshd/2300000/mnf.m3u8
辽宁卫视高清,http://39.135.138.60:18890/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8
黑龙江卫视高清,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/hljwshd/2300000/mnf.m3u8
黑龙江卫视高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225690/index.m3u8
青海卫视高清,http://live.geermurmt.com/qhws/sd/live.m3u8
内蒙古卫视高清,http://117.169.120.140:8080/live/neimenggustv/.m3u8
内蒙古卫视高清,http://live.m2oplus.nmtv.cn/1/playlist.m3u8
甘肃卫视高清,http://39.134.39.39/PLTV/88888888/224/3221226240/index.m3u8
北京卡酷少儿高清,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s10/index.m3u8?time=
北京卡酷少儿高清,http://183.207.248.71/gitv/live1/G_KAKU/G_KAKU
青海卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225727/index.m3u8
贵州卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225728/index.m3u8
宁夏卫视,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/nxws/1300000/mnf.m3u8
宁夏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225726/index.m3u8
山西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225730/index.m3u8
山西卫视,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/shanxiws/1300000/mnf.m3u8
云南卫视,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/ynws/1300000/mnf.m3u8
云南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225664/index.m3u8
内蒙古卫视,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/nmgws/1300000/mnf.m3u8
内蒙古卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225667/index.m3u8
吉林卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225680/index.m3u8
旅游卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225722/index.m3u8
兵团卫视,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/btws/1300000/mnf.m3u8
新疆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225725/index.m3u8
西藏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225723/index.m3u8
康巴卫视,http://scgctvshow.sctv.com/sdlive/kangba/1.m3u8
国际频道,#genre#
FOX News,http://fox-foxnewsnow-samsungus.amagi.tv/playlist.m3u8
NBC News,http://nbcnews2.akamaized.net/hls/live/723426-b/NBCNewsPlaymaker24x7Linear99a3a827-ua/VIDEO_0_6596000.m3u8
CNN,https://cnn-cnninternational-1-gb.samsung.wurl.com:443/manifest/playlist_1280x720_3000k.m3u8
CBS,https://www.cbsnews.com/common/video/cbsn_header_prod.m3u8
Bloomberg,https://bloomberg-bloombergtv-1-gb.samsung.wurl.com/manifest/playlist.m3u8
Sky News Extra,https://skynewsau-live.akamaized.net/hls/live/2002689/skynewsau-extra1/master.m3u8
Sky News Extra,https://skynewsau-live.akamaized.net/hls/live/2002690/skynewsau-extra2/master.m3u8
Sky News Extra,https://skynewsau-live.akamaized.net/hls/live/2002691/skynewsau-extra3/master.m3u8
港澳台,#genre#
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
无线新闻,http://livesec.mudu.tv:80/watch/0t5ejs.m3u8
三立都會,http://59.125.101.187:8522/http/192.168.77.24:8081/hls/65/807/ch19.m3u8
三立台灣,http://59.125.101.187:8519/http/192.168.77.24:8081/hls/65/807/ch20.m3u8，http://220.134.196.147:8831/http/116.50.42.18:8081/hls/65/807/ch20.m3u8?token=7375646fa0886d71294f378c722be3491efdaa4a
卫视电影ᴴᴰ,http://59.125.101.187:8599/http/192.168.77.24:8081/hls/66/808/ch22.m3u8
东森电影,http://120.84.96.32:808/hls/32/index.m3u8
东森洋片,http://120.84.96.32:808/hls/33/index.m3u8
龙祥时代,http://120.84.96.32:808/hls/35/index.m3u8
凤凰香港,http://120.84.96.32:808/hls/81/index.m3u8
天映经典,http://120.84.96.32:808/hls/85/index.m3u8
J2娱乐,http://120.84.96.32:808/hls/86/index.m3u8
緯來電影臺,http://59.125.101.187:8583/http/192.168.77.24:8081/hls/69/811/ch35.m3u8
翡翠台,http://radius.8866.org:880/hls/80/index.m3u8
无线新闻,http://radius.8866.org:880/hls/82/index.m3u8
无线新闻,http://livesec.mudu.tv/watch/0t5ejs.m3u8#isVideo=true#
明珠台,http://radius.8866.org:880/hls/84/index.m3u8
東森綜合HD,http://220.134.196.147:8834/http/116.50.42.18:8081/hls/63/805/ch12.m3u8?token=7375646fa0886d71294f378c722be3491efdaa4a
中天综合，HD,http://220.134.196.147:8836/http/116.50.42.18:8081/hls/67/809/ch25.m3u8?token=7375646fa0886d71294f378c722be3491efdaa4a
中天娛樂HD,http://220.134.196.147:8837/http/116.50.42.18:8081/hls/67/809/ch26.m3u8?token=7375646fa0886d71294f378c722be3491efdaa4a
年代新闻,http://59.125.101.187:8609/1.m3u8
民视新闻,http://59.125.101.187:8610/1.m3u8
壹新闻,http://59.125.101.187:8613/1.m3u8
自然频道,http://59.125.101.187:8501/1.m3u8
11体育,http://59.125.101.187:8588/1.m3u8
年代MUHD,http://59.125.101.187:8589/1.m3u8
三立新闻,http://59.125.101.187:8590/1.m3u8
博斯曼1台,http://59.125.101.187:8591/1.m3u8
博斯曼2台,http://59.125.101.187:8592/1.m3u8
CHC电影台,,#genre#
CHC动作电影,http://111.20.33.93/TVOD/88888893/224/3221226465/index.m3u8
CHC动作电影,http://117.148.179.138/PLTV/88888888/224/3221231580/index.m3u8
CHC动作电影,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1
CHC家庭影院,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240323_1/playlist.m3u8?CONTENTID=00000110240323_1
CHC家庭影院,http://111.20.33.93/TVOD/88888893/224/3221226462/index.m3u8
CHC家庭影院,http://117.148.179.151/PLTV/88888888/224/3221231799/index.m3u8
CHC高清电影,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1
